test_id,PM2.5,PM10,O3
guanyuan_aq#35,83,128,58
guanyuan_aq#36,80,133,57
guanyuan_aq#37,87,130,60
guanyuan_aq#38,81,124,57
guanyuan_aq#39,83,128,58
guanyuan_aq#40,81,123,58
guanyuan_aq#41,82,134,58
guanyuan_aq#42,81,125,59
guanyuan_aq#43,85,122,60
guanyuan_aq#44,83,130,60
guanyuan_aq#45,85,122,61
guanyuan_aq#46,87,130,58
guanyuan_aq#47,86,123,61
wanshouxigong_aq#0,77,102,69
wanshouxigong_aq#1,74,101,66
wanshouxigong_aq#2,71,95,69
wanshouxigong_aq#3,71,97,67
wanshouxigong_aq#4,75,99,67
wanshouxigong_aq#5,72,99,65
wanshouxigong_aq#6,73,94,69
wanshouxigong_aq#7,71,100,67
wanshouxigong_aq#8,76,96,69
wanshouxigong_aq#9,71,100,65
wanshouxigong_aq#10,75,100,69
wanshouxigong_aq#11,73,102,67
wanshouxigong_aq#12,70,94,68
wanshouxigong_aq#13,76,101,68
wanshouxigong_aq#14,74,95,69
wanshouxigong_aq#15,75,93,69
wanshouxigong_aq#16,72,99,63
wanshouxigong_aq#17,77,99,69
wanshouxigong_aq#18,77,102,67
wanshouxigong_aq#19,73,99,64
wanshouxigong_aq#20,72,102,66
wanshouxigong_aq#21,71,99,65
wanshouxigong_aq#22,72,97,66
wanshouxigong_aq#23,77,100,68
wanshouxigong_aq#24,71,98,66
wanshouxigong_aq#25,75,101,66
wanshouxigong_aq#26,74,102,69
wanshouxigong_aq#27,71,100,65
wanshouxigong_aq#28,70,102,63
wanshouxigong_aq#29,75,99,63
wanshouxigong_aq#30,70,94,69
wanshouxigong_aq#31,74,97,68
wanshouxigong_aq#32,76,101,63
wanshouxigong_aq#33,75,97,66
wanshouxigong_aq#34,71,98,68
wanshouxigong_aq#35,71,96,64
wanshouxigong_aq#36,72,95,68
wanshouxigong_aq#37,73,97,66
wanshouxigong_aq#38,73,100,65
wanshouxigong_aq#39,72,100,69
wanshouxigong_aq#40,71,95,64
wanshouxigong_aq#41,76,103,64
wanshouxigong_aq#42,73,100,69
wanshouxigong_aq#43,72,99,66
wanshouxigong_aq#44,74,96,68
wanshouxigong_aq#45,74,98,68
wanshouxigong_aq#46,76,96,66
wanshouxigong_aq#47,72,94,65
aotizhongxin_aq#0,95,138,68
aotizhongxin_aq#1,92,141,62
aotizhongxin_aq#2,88,139,63
aotizhongxin_aq#3,96,136,66
aotizhongxin_aq#4,93,139,67
aotizhongxin_aq#5,91,134,67
aotizhongxin_aq#6,90,135,68
aotizhongxin_aq#7,88,131,67
aotizhongxin_aq#8,94,137,68
aotizhongxin_aq#9,94,133,62
aotizhongxin_aq#10,94,133,68
aotizhongxin_aq#11,96,140,64
aotizhongxin_aq#12,89,136,62
aotizhongxin_aq#13,96,143,67
aotizhongxin_aq#14,94,132,66
aotizhongxin_aq#15,95,145,66
aotizhongxin_aq#16,88,140,64
aotizhongxin_aq#17,95,145,65
aotizhongxin_aq#18,89,145,66
aotizhongxin_aq#19,91,136,63
aotizhongxin_aq#20,95,139,68
aotizhongxin_aq#21,88,136,63
aotizhongxin_aq#22,94,145,69
aotizhongxin_aq#23,90,138,66
aotizhongxin_aq#24,89,142,65
aotizhongxin_aq#25,90,133,64
aotizhongxin_aq#26,90,137,65
aotizhongxin_aq#27,91,145,68
aotizhongxin_aq#28,89,140,64
aotizhongxin_aq#29,89,144,69
aotizhongxin_aq#30,95,134,63
aotizhongxin_aq#31,93,144,67
aotizhongxin_aq#32,88,143,63
aotizhongxin_aq#33,88,140,66
aotizhongxin_aq#34,95,134,65
aotizhongxin_aq#35,91,139,63
aotizhongxin_aq#36,96,137,65
aotizhongxin_aq#37,94,144,66
aotizhongxin_aq#38,96,141,66
aotizhongxin_aq#39,88,140,66
aotizhongxin_aq#40,93,140,68
aotizhongxin_aq#41,95,141,67
aotizhongxin_aq#42,88,142,68
aotizhongxin_aq#43,89,142,67
aotizhongxin_aq#44,96,141,62
aotizhongxin_aq#45,93,132,65
aotizhongxin_aq#46,94,142,64
aotizhongxin_aq#47,89,136,64
nongzhanguan_aq#0,79,117,54
nongzhanguan_aq#1,80,121,56
nongzhanguan_aq#2,78,126,55
nongzhanguan_aq#3,80,125,58
nongzhanguan_aq#4,83,121,60
nongzhanguan_aq#5,84,116,56
nongzhanguan_aq#6,82,120,59
nongzhanguan_aq#7,81,122,57
nongzhanguan_aq#8,82,118,54
nongzhanguan_aq#9,84,121,58
nongzhanguan_aq#10,78,120,59
nongzhanguan_aq#11,82,116,57
nongzhanguan_aq#12,81,116,55
nongzhanguan_aq#13,80,121,56
nongzhanguan_aq#14,76,116,55
nongzhanguan_aq#15,83,117,59
nongzhanguan_aq#16,79,118,58
nongzhanguan_aq#17,83,121,54
nongzhanguan_aq#18,79,119,54
nongzhanguan_aq#19,78,119,56
nongzhanguan_aq#20,81,117,57
nongzhanguan_aq#21,82,120,58
nongzhanguan_aq#22,78,118,55
nongzhanguan_aq#23,82,126,56
nongzhanguan_aq#24,80,125,55
nongzhanguan_aq#25,81,121,54
nongzhanguan_aq#26,80,124,58
nongzhanguan_aq#27,78,117,55
nongzhanguan_aq#28,83,121,56
nongzhanguan_aq#29,82,116,57
nongzhanguan_aq#30,78,119,59
nongzhanguan_aq#31,80,115,58
nongzhanguan_aq#32,82,122,56
nongzhanguan_aq#33,84,119,57
nongzhanguan_aq#34,80,123,60
nongzhanguan_aq#35,81,116,58
nongzhanguan_aq#36,84,122,56
nongzhanguan_aq#37,78,124,58
nongzhanguan_aq#38,84,118,58
nongzhanguan_aq#39,80,122,55
nongzhanguan_aq#40,78,119,58
nongzhanguan_aq#41,83,115,58
nongzhanguan_aq#42,81,116,57
nongzhanguan_aq#43,82,123,56
nongzhanguan_aq#44,80,120,57
nongzhanguan_aq#45,76,118,60
nongzhanguan_aq#46,82,116,59
nongzhanguan_aq#47,84,118,56
wanliu_aq#0,65,117,60
wanliu_aq#1,67,118,60
wanliu_aq#2,64,113,56
wanliu_aq#3,68,114,57
wanliu_aq#4,67,112,59
wanliu_aq#5,62,122,59
wanliu_aq#6,65,121,58
wanliu_aq#7,64,120,59
wanliu_aq#8,64,114,59
wanliu_aq#9,66,116,59
wanliu_aq#10,65,123,55
wanliu_aq#11,65,120,59
wanliu_aq#12,63,114,56
wanliu_aq#13,62,114,56
wanliu_aq#14,62,120,57
wanliu_aq#15,65,120,59
wanliu_aq#16,66,117,55
wanliu_aq#17,67,121,56
wanliu_aq#18,63,116,56
wanliu_aq#19,67,116,57
wanliu_aq#20,64,122,56
wanliu_aq#21,66,119,58
wanliu_aq#22,65,114,56
wanliu_aq#23,66,115,59
wanliu_aq#24,67,122,60
wanliu_aq#25,63,119,60
wanliu_aq#26,66,117,59
wanliu_aq#27,65,123,57
wanliu_aq#28,68,117,58
wanliu_aq#29,68,113,60
wanliu_aq#30,66,116,56
wanliu_aq#31,65,121,59
wanliu_aq#32,62,122,60
wanliu_aq#33,66,120,57
wanliu_aq#34,63,116,55
wanliu_aq#35,65,113,57
wanliu_aq#36,63,112,57
wanliu_aq#37,67,122,58
wanliu_aq#38,64,119,60
wanliu_aq#39,66,122,58
wanliu_aq#40,62,112,55
wanliu_aq#41,65,115,58
wanliu_aq#42,66,121,57
wanliu_aq#43,63,117,58
wanliu_aq#44,64,116,57
wanliu_aq#45,68,118,60
wanliu_aq#46,63,116,60
wanliu_aq#47,65,114,60
beibuxinqu_aq#0,84,94,71
beibuxinqu_aq#1,83,100,67
beibuxinqu_aq#2,84,97,72
beibuxinqu_aq#3,88,102,72
beibuxinqu_aq#4,86,94,71
beibuxinqu_aq#5,86,96,72
beibuxinqu_aq#6,88,98,66
beibuxinqu_aq#7,89,98,72
beibuxinqu_aq#8,83,100,71
beibuxinqu_aq#9,88,99,71
beibuxinqu_aq#10,82,97,67
beibuxinqu_aq#11,88,102,72
beibuxinqu_aq#12,82,102,73
beibuxinqu_aq#13,83,101,71
beibuxinqu_aq#14,89,100,72
beibuxinqu_aq#15,84,96,66
beibuxinqu_aq#16,86,95,69
beibuxinqu_aq#17,85,97,73
beibuxinqu_aq#18,87,99,69
beibuxinqu_aq#19,85,96,68
beibuxinqu_aq#20,83,98,71
beibuxinqu_aq#21,86,98,72
beibuxinqu_aq#22,83,94,70
beibuxinqu_aq#23,88,102,66
beibuxinqu_aq#24,82,101,70
beibuxinqu_aq#25,84,103,69
beibuxinqu_aq#26,82,95,68
beibuxinqu_aq#27,84,99,68
beibuxinqu_aq#28,88,94,67
beibuxinqu_aq#29,82,96,68
beibuxinqu_aq#30,87,102,66
beibuxinqu_aq#31,81,99,68
beibuxinqu_aq#32,84,95,68
beibuxinqu_aq#33,81,94,68
beibuxinqu_aq#34,82,94,66
beibuxinqu_aq#35,81,103,66
beibuxinqu_aq#36,87,102,70
beibuxinqu_aq#37,84,101,68
beibuxinqu_aq#38,87,98,66
beibuxinqu_aq#39,82,96,72
beibuxinqu_aq#40,85,95,66
beibuxinqu_aq#41,89,101,69
beibuxinqu_aq#42,85,97,69
beibuxinqu_aq#43,87,103,66
beibuxinqu_aq#44,86,97,71
beibuxinqu_aq#45,87,94,68
beibuxinqu_aq#46,82,101,71
beibuxinqu_aq#47,86,95,67
zhiwuyuan_aq#0,78,117,53
zhiwuyuan_aq#1,80,110,56
zhiwuyuan_aq#2,76,107,56
zhiwuyuan_aq#3,82,116,56
zhiwuyuan_aq#4,76,115,52
zhiwuyuan_aq#5,82,109,53
zhiwuyuan_aq#6,80,114,52
zhiwuyuan_aq#7,78,112,52
zhiwuyuan_aq#8,80,114,51
zhiwuyuan_aq#9,79,113,52
zhiwuyuan_aq#10,83,114,54
zhiwuyuan_aq#11,80,117,53
zhiwuyuan_aq#12,76,115,52
zhiwuyuan_aq#13,77,110,53
zhiwuyuan_aq#14,76,112,51
zhiwuyuan_aq#15,81,116,56
zhiwuyuan_aq#16,79,108,55
zhiwuyuan_aq#17,77,111,54
zhiwuyuan_aq#18,77,114,56
zhiwuyuan_aq#19,77,107,54
zhiwuyuan_aq#20,82,109,52
zhiwuyuan_aq#21,81,106,55
zhiwuyuan_aq#22,76,114,56
zhiwuyuan_aq#23,79,112,56
zhiwuyuan_aq#24,82,109,54
zhiwuyuan_aq#25,79,115,55
zhiwuyuan_aq#26,79,114,52
zhiwuyuan_aq#27,79,111,56
zhiwuyuan_aq#28,76,108,55
zhiwuyuan_aq#29,78,107,56
zhiwuyuan_aq#30,80,111,51
zhiwuyuan_aq#31,80,108,53
zhiwuyuan_aq#32,83,110,53
zhiwuyuan_aq#33,78,116,54
zhiwuyuan_aq#34,79,108,52
zhiwuyuan_aq#35,80,111,53
zhiwuyuan_aq#36,79,114,52
zhiwuyuan_aq#37,83,112,51
zhiwuyuan_aq#38,75,114,55
zhiwuyuan_aq#39,79,116,54
zhiwuyuan_aq#40,76,106,53
zhiwuyuan_aq#41,80,106,55
zhiwuyuan_aq#42,81,112,52
zhiwuyuan_aq#43,76,107,54
zhiwuyuan_aq#44,80,110,53
zhiwuyuan_aq#45,79,110,56
zhiwuyuan_aq#46,82,108,51
zhiwuyuan_aq#47,79,106,53
fengtaihuayuan_aq#0,82,139,49
fengtaihuayuan_aq#1,89,148,50
fengtaihuayuan_aq#2,87,136,49
fengtaihuayuan_aq#3,85,139,50
fengtaihuayuan_aq#4,89,146,48
fengtaihuayuan_aq#5,84,138,50
fengtaihuayuan_aq#6,88,136,50
fengtaihuayuan_aq#7,89,137,49
fengtaihuayuan_aq#8,82,143,48
fengtaihuayuan_aq#9,85,146,50
fengtaihuayuan_aq#10,84,149,50
fengtaihuayuan_aq#11,82,148,49
fengtaihuayuan_aq#12,83,141,49
fengtaihuayuan_aq#13,85,135,49
fengtaihuayuan_aq#14,86,147,49
fengtaihuayuan_aq#15,83,135,47
fengtaihuayuan_aq#16,86,146,48
fengtaihuayuan_aq#17,84,149,50
fengtaihuayuan_aq#18,83,144,50
fengtaihuayuan_aq#19,89,148,47
fengtaihuayuan_aq#20,88,146,50
fengtaihuayuan_aq#21,82,147,48
fengtaihuayuan_aq#22,85,147,50
fengtaihuayuan_aq#23,85,146,49
fengtaihuayuan_aq#24,83,149,50
fengtaihuayuan_aq#25,89,140,48
fengtaihuayuan_aq#26,82,143,49
fengtaihuayuan_aq#27,85,147,48
fengtaihuayuan_aq#28,86,136,52
fengtaihuayuan_aq#29,86,144,50
fengtaihuayuan_aq#30,85,139,48
fengtaihuayuan_aq#31,85,148,47
fengtaihuayuan_aq#32,84,143,52
fengtaihuayuan_aq#33,90,140,49
fengtaihuayuan_aq#34,88,135,49
fengtaihuayuan_aq#35,85,141,48
fengtaihuayuan_aq#36,85,140,49
fengtaihuayuan_aq#37,83,142,48
fengtaihuayuan_aq#38,82,137,51
fengtaihuayuan_aq#39,88,146,47
fengtaihuayuan_aq#40,82,140,48
fengtaihuayuan_aq#41,87,146,52
fengtaihuayuan_aq#42,87,146,50
fengtaihuayuan_aq#43,83,145,52
fengtaihuayuan_aq#44,86,140,47
fengtaihuayuan_aq#45,83,147,51
fengtaihuayuan_aq#46,85,144,50
fengtaihuayuan_aq#47,89,137,50
yungang_aq#0,84,100,74
yungang_aq#1,80,99,71
yungang_aq#2,86,93,72
yungang_aq#3,83,99,72
yungang_aq#4,86,91,70
yungang_aq#5,87,96,72
yungang_aq#6,86,100,70
yungang_aq#7,84,98,70
yungang_aq#8,79,92,75
yungang_aq#9,80,98,70
yungang_aq#10,85,99,71
yungang_aq#11,79,98,71
yungang_aq#12,82,97,69
yungang_aq#13,85,99,71
yungang_aq#14,86,99,68
yungang_aq#15,83,97,70
yungang_aq#16,84,94,69
yungang_aq#17,86,98,70
yungang_aq#18,85,96,71
yungang_aq#19,86,97,74
yungang_aq#20,83,99,69
yungang_aq#21,83,98,69
yungang_aq#22,85,94,70
yungang_aq#23,82,93,75
yungang_aq#24,84,100,71
yungang_aq#25,81,95,74
yungang_aq#26,79,91,69
yungang_aq#27,81,93,72
yungang_aq#28,84,98,72
yungang_aq#29,83,96,71
yungang_aq#30,80,95,69
yungang_aq#31,80,94,72
yungang_aq#32,80,92,75
yungang_aq#33,85,99,73
yungang_aq#34,81,91,74
yungang_aq#35,80,100,70
yungang_aq#36,80,98,68
yungang_aq#37,85,92,71
yungang_aq#38,81,98,75
yungang_aq#39,84,95,70
yungang_aq#40,80,94,72
yungang_aq#41,87,95,69
yungang_aq#42,80,97,71
yungang_aq#43,81,95,74
yungang_aq#44,82,98,74
yungang_aq#45,86,94,75
yungang_aq#46,87,92,72
yungang_aq#47,80,96,73
gucheng_aq#0,72,104,61
gucheng_aq#1,71,108,60
gucheng_aq#2,77,102,65
gucheng_aq#3,76,109,65
gucheng_aq#4,71,100,63
gucheng_aq#5,72,103,64
gucheng_aq#6,75,103,63
gucheng_aq#7,71,107,65
gucheng_aq#8,73,107,65
gucheng_aq#9,76,103,61
gucheng_aq#10,76,100,62
gucheng_aq#11,74,101,65
gucheng_aq#12,75,101,64
gucheng_aq#13,76,101,62
gucheng_aq#14,76,103,64
gucheng_aq#15,70,101,64
gucheng_aq#16,74,108,62
gucheng_aq#17,74,109,59
gucheng_aq#18,73,102,63
gucheng_aq#19,75,109,59
gucheng_aq#20,76,102,63
gucheng_aq#21,77,102,60
gucheng_aq#22,73,108,60
gucheng_aq#23,75,105,63
gucheng_aq#24,72,107,65
gucheng_aq#25,75,101,62
gucheng_aq#26,77,103,64
gucheng_aq#27,72,109,63
gucheng_aq#28,74,105,65
gucheng_aq#29,76,102,61
gucheng_aq#30,72,102,64
gucheng_aq#31,70,106,60
gucheng_aq#32,74,105,64
gucheng_aq#33,71,108,61
gucheng_aq#34,75,105,59
gucheng_aq#35,73,104,63
gucheng_aq#36,72,105,60
gucheng_aq#37,75,107,63
gucheng_aq#38,76,108,64
gucheng_aq#39,74,103,65
gucheng_aq#40,76,107,63
gucheng_aq#41,76,101,63
gucheng_aq#42,73,108,60
gucheng_aq#43,72,105,59
gucheng_aq#44,73,106,63
gucheng_aq#45,75,100,62
gucheng_aq#46,72,105,64
gucheng_aq#47,76,106,59
fangshan_aq#0,79,112,61
fangshan_aq#1,75,110,62
fangshan_aq#2,78,106,63
fangshan_aq#3,78,106,60
fangshan_aq#4,75,109,59
fangshan_aq#5,76,107,60
fangshan_aq#6,78,105,60
fangshan_aq#7,79,109,61
fangshan_aq#8,72,108,64
fangshan_aq#9,77,108,62
fangshan_aq#10,76,113,60
fangshan_aq#11,78,106,63
fangshan_aq#12,76,112,62
fangshan_aq#13,75,103,62
fangshan_aq#14,75,109,62
fangshan_aq#15,78,112,60
fangshan_aq#16,77,108,61
fangshan_aq#17,78,111,59
fangshan_aq#18,75,111,63
fangshan_aq#19,75,110,62
fangshan_aq#20,76,103,63
fangshan_aq#21,79,104,64
fangshan_aq#22,78,112,60
fangshan_aq#23,78,112,61
fangshan_aq#24,77,104,61
fangshan_aq#25,77,111,63
fangshan_aq#26,79,110,61
fangshan_aq#27,78,106,58
fangshan_aq#28,74,106,58
fangshan_aq#29,73,106,58
fangshan_aq#30,78,112,63
fangshan_aq#31,73,104,64
fangshan_aq#32,72,110,58
fangshan_aq#33,73,103,58
fangshan_aq#34,77,108,64
fangshan_aq#35,77,103,58
fangshan_aq#36,79,113,59
fangshan_aq#37,79,103,62
fangshan_aq#38,74,111,64
fangshan_aq#39,77,110,62
fangshan_aq#40,72,113,64
fangshan_aq#41,76,105,60
fangshan_aq#42,72,113,59
fangshan_aq#43,72,111,62
fangshan_aq#44,74,110,60
fangshan_aq#45,78,110,62
fangshan_aq#46,73,106,63
fangshan_aq#47,75,103,59
daxing_aq#0,83,131,57
daxing_aq#1,85,123,59
daxing_aq#2,86,132,54
daxing_aq#3,83,128,55
daxing_aq#4,87,128,59
daxing_aq#5,83,126,57
daxing_aq#6,80,129,57
daxing_aq#7,84,127,54
daxing_aq#8,87,125,58
daxing_aq#9,80,121,57
daxing_aq#10,85,122,57
daxing_aq#11,80,124,59
daxing_aq#12,85,124,55
daxing_aq#13,81,121,54
daxing_aq#14,85,128,60
daxing_aq#15,87,125,60
daxing_aq#16,85,124,57
daxing_aq#17,88,123,59
daxing_aq#18,86,125,56
daxing_aq#19,83,127,57
daxing_aq#20,86,123,57
daxing_aq#21,87,127,57
daxing_aq#22,84,127,56
daxing_aq#23,84,131,60
daxing_aq#24,88,122,57
daxing_aq#25,82,123,60
daxing_aq#26,81,129,59
daxing_aq#27,83,123,55
daxing_aq#28,87,127,55
daxing_aq#29,81,126,58
daxing_aq#30,82,127,56
daxing_aq#31,83,125,58
daxing_aq#32,80,126,59
daxing_aq#33,86,131,57
daxing_aq#34,84,130,59
daxing_aq#35,82,128,60
daxing_aq#36,82,121,57
daxing_aq#37,87,128,55
daxing_aq#38,85,120,59
daxing_aq#39,83,126,57
daxing_aq#40,86,133,56
daxing_aq#41,82,122,58
daxing_aq#42,82,128,55
daxing_aq#43,83,132,55
daxing_aq#44,86,123,58
daxing_aq#45,85,124,57
daxing_aq#46,85,126,55
daxing_aq#47,80,129,58
yizhuang_aq#0,85,117,48
yizhuang_aq#1,86,117,46
yizhuang_aq#2,86,115,47
yizhuang_aq#3,80,117,47
yizhuang_aq#4,84,111,45
yizhuang_aq#5,81,115,48
yizhuang_aq#6,86,118,48
yizhuang_aq#7,82,110,48
yizhuang_aq#8,80,113,47
yizhuang_aq#9,85,116,49
yizhuang_aq#10,86,117,48
yizhuang_aq#11,81,113,47
yizhuang_aq#12,83,109,45
yizhuang_aq#13,86,118,49
yizhuang_aq#14,86,115,49
yizhuang_aq#15,81,113,49
yizhuang_aq#16,82,119,45
yizhuang_aq#17,82,115,45
yizhuang_aq#18,84,110,45
yizhuang_aq#19,83,109,49
yizhuang_aq#20,82,115,46
yizhuang_aq#21,87,118,48
yizhuang_aq#22,85,115,45
yizhuang_aq#23,82,113,49
yizhuang_aq#24,84,112,45
yizhuang_aq#25,81,112,46
yizhuang_aq#26,87,109,46
yizhuang_aq#27,83,119,46
yizhuang_aq#28,85,114,47
yizhuang_aq#29,84,115,49
yizhuang_aq#30,83,119,47
yizhuang_aq#31,85,119,46
yizhuang_aq#32,80,119,47
yizhuang_aq#33,84,119,46
yizhuang_aq#34,86,111,49
yizhuang_aq#35,85,118,48
yizhuang_aq#36,86,120,48
yizhuang_aq#37,81,117,46
yizhuang_aq#38,86,110,47
yizhuang_aq#39,87,114,50
yizhuang_aq#40,81,118,48
yizhuang_aq#41,80,120,47
yizhuang_aq#42,81,120,46
yizhuang_aq#43,81,117,47
yizhuang_aq#44,81,111,45
yizhuang_aq#45,87,111,49
yizhuang_aq#46,85,111,48
yizhuang_aq#47,87,118,48
tongzhou_aq#0,78,141,39
tongzhou_aq#1,82,130,39
tongzhou_aq#2,81,142,41
tongzhou_aq#3,82,133,40
tongzhou_aq#4,81,134,40
tongzhou_aq#5,79,131,39
tongzhou_aq#6,85,137,40
tongzhou_aq#7,83,131,39
tongzhou_aq#8,83,141,39
tongzhou_aq#9,79,137,38
tongzhou_aq#10,82,134,41
tongzhou_aq#11,83,130,40
tongzhou_aq#12,81,134,40
tongzhou_aq#13,84,131,38
tongzhou_aq#14,83,136,40
tongzhou_aq#15,79,143,40
tongzhou_aq#16,83,137,39
tongzhou_aq#17,83,136,38
tongzhou_aq#18,84,130,39
tongzhou_aq#19,78,130,41
tongzhou_aq#20,78,138,37
tongzhou_aq#21,83,137,40
tongzhou_aq#22,82,137,39
tongzhou_aq#23,85,133,38
tongzhou_aq#24,83,135,39
tongzhou_aq#25,83,138,40
tongzhou_aq#26,78,131,39
tongzhou_aq#27,84,131,40
tongzhou_aq#28,79,131,37
tongzhou_aq#29,80,138,38
tongzhou_aq#30,82,136,41
tongzhou_aq#31,79,140,39
tongzhou_aq#32,78,130,40
tongzhou_aq#33,80,142,38
tongzhou_aq#34,83,141,40
tongzhou_aq#35,80,139,40
tongzhou_aq#36,78,140,39
tongzhou_aq#37,78,132,39
tongzhou_aq#38,85,135,41
tongzhou_aq#39,81,139,39
tongzhou_aq#40,85,137,39
tongzhou_aq#41,79,131,41
tongzhou_aq#42,81,141,41
tongzhou_aq#43,80,142,40
tongzhou_aq#44,77,132,41
tongzhou_aq#45,80,143,40
tongzhou_aq#46,78,138,39
tongzhou_aq#47,82,136,41
shunyi_aq#0,78,130,41
shunyi_aq#1,77,126,41
shunyi_aq#2,80,132,42
shunyi_aq#3,74,131,39
shunyi_aq#4,75,130,42
shunyi_aq#5,80,129,41
shunyi_aq#6,79,128,39
shunyi_aq#7,79,137,39
shunyi_aq#8,79,127,42
shunyi_aq#9,78,137,39
shunyi_aq#10,75,137,41
shunyi_aq#11,78,125,42
shunyi_aq#12,74,136,42
shunyi_aq#13,80,137,42
shunyi_aq#14,75,131,39
shunyi_aq#15,80,128,41
shunyi_aq#16,76,135,39
shunyi_aq#17,81,125,40
shunyi_aq#18,81,136,41
shunyi_aq#19,80,132,39
shunyi_aq#20,76,131,42
shunyi_aq#21,74,130,41
shunyi_aq#22,77,133,43
shunyi_aq#23,77,137,40
shunyi_aq#24,77,128,42
shunyi_aq#25,80,137,42
shunyi_aq#26,75,132,42
shunyi_aq#27,76,125,41
shunyi_aq#28,79,129,40
shunyi_aq#29,78,133,43
shunyi_aq#30,78,131,40
shunyi_aq#31,80,137,42
shunyi_aq#32,75,133,39
shunyi_aq#33,77,134,39
shunyi_aq#34,77,126,43
shunyi_aq#35,79,129,39
shunyi_aq#36,80,125,39
shunyi_aq#37,80,132,41
