id,station_id,forecast_time,weather,temperature,pressure,humidity,wind_speed,wind_direction
52307362,london_grid_003,2018-04-29 02:00:00,CLEAR_NIGHT,4.81,1006.66840873336,96.0,12.48,38.48
52307363,london_grid_003,2018-04-29 03:00:00,CLEAR_NIGHT,4.59,1006.49075,97.0,13.55,37.76
52307364,london_grid_003,2018-04-29 04:00:00,CLEAR_NIGHT,4.44,1006.1531811131,97.0,15.1,32.19
52307365,london_grid_003,2018-04-29 05:00:00,CLEAR_DAY,4.47,1005.8247399015,96.0,17.12,26.93
52307366,london_grid_003,2018-04-29 06:00:00,PARTLY_CLOUDY_DAY,4.77,1005.725265625,96.0,19.09,25.92
52307367,london_grid_003,2018-04-29 07:00:00,PARTLY_CLOUDY_DAY,5.39,1005.98556723769,94.0,20.66,30.25
52307368,london_grid_003,2018-04-29 08:00:00,PARTLY_CLOUDY_DAY,6.27,1006.38033247084,92.0,22.19,36.4
52307369,london_grid_003,2018-04-29 09:00:00,PARTLY_CLOUDY_DAY,7.3,1006.59521875,89.0,23.83,40.59
52307370,london_grid_003,2018-04-29 10:00:00,PARTLY_CLOUDY_DAY,8.35,1006.40532019077,86.0,25.35,40.77
52307371,london_grid_003,2018-04-29 11:00:00,CLOUDY,9.21,1005.94347766886,82.0,26.59,38.29
52307372,london_grid_003,2018-04-29 12:00:00,CLOUDY,9.66,1005.43196875,80.0,27.5,34.75
52307373,london_grid_003,2018-04-29 13:00:00,CLOUDY,9.55,1005.04345176773,79.0,28.05,31.3
52307374,london_grid_003,2018-04-29 14:00:00,CLOUDY,9.1,1004.75210812686,79.0,28.45,28.44
52307375,london_grid_003,2018-04-29 15:00:00,CLOUDY,8.63,1004.4825,79.0,28.98,26.65
52307376,london_grid_003,2018-04-29 16:00:00,CLOUDY,8.36,1004.17648732163,79.0,29.84,26.08
52307377,london_grid_003,2018-04-29 17:00:00,CLOUDY,8.23,1003.84512107369,78.0,30.93,25.54
52307378,london_grid_003,2018-04-29 18:00:00,CLOUDY,8.07,1003.51675,76.0,32.16,23.63
52307379,london_grid_003,2018-04-29 19:00:00,WIND,7.79,1003.2054947791,75.0,33.53,19.76
52307380,london_grid_003,2018-04-29 20:00:00,WIND,7.42,1002.86856382839,74.0,35.13,15.78
52307381,london_grid_003,2018-04-29 21:00:00,WIND,7.06,1002.4489375,73.0,36.78,13.74
52307382,london_grid_003,2018-04-29 22:00:00,WIND,6.77,1001.90645833051,73.0,38.19,14.54
52307383,london_grid_003,2018-04-29 23:00:00,WIND,6.49,1001.26841759425,74.0,39.26,16.03
52307384,london_grid_003,2018-04-30 00:00:00,WIND,6.16,1000.57896875,77.0,39.88,15.6
52307409,london_grid_004,2018-04-28 01:00:00,CLOUDY,6.83,997.243939865298,96.0,17.26,344.33
52307410,london_grid_004,2018-04-28 02:00:00,PARTLY_CLOUDY_NIGHT,6.41,997.720145845091,96.0,16.83,341.78
52307411,london_grid_004,2018-04-28 03:00:00,PARTLY_CLOUDY_NIGHT,6.04,998.20978125,96.0,16.14,338.74
52307412,london_grid_004,2018-04-28 04:00:00,PARTLY_CLOUDY_NIGHT,5.81,998.700578015773,96.0,15.64,334.77
52307413,london_grid_004,2018-04-28 05:00:00,PARTLY_CLOUDY_DAY,5.76,999.206355078652,96.0,15.23,331.43
52307414,london_grid_004,2018-04-28 06:00:00,PARTLY_CLOUDY_DAY,5.9,999.747453125,95.0,14.59,330.83
52307415,london_grid_004,2018-04-28 07:00:00,PARTLY_CLOUDY_DAY,6.23,1000.32981462254,94.0,13.53,334.74
52307416,london_grid_004,2018-04-28 08:00:00,CLOUDY,6.66,1000.90178916438,93.0,12.43,342.28
52307417,london_grid_004,2018-04-28 09:00:00,CLOUDY,7.12,1001.397328125,92.0,11.63,350.88
52307418,london_grid_004,2018-04-28 10:00:00,CLOUDY,7.53,1001.76099104038,90.0,11.11,357.41
52307419,london_grid_004,2018-04-28 11:00:00,CLOUDY,7.94,1001.97977009254,89.0,10.5,2.13
52307420,london_grid_004,2018-04-28 12:00:00,CLOUDY,8.42,1002.051265625,86.0,9.51,6.94
52307421,london_grid_004,2018-04-28 13:00:00,RAIN,9.0,1001.98178082241,83.0,8.05,14.01
52307422,london_grid_004,2018-04-28 14:00:00,RAIN,9.61,1001.81243023397,80.0,6.21,22.54
52307423,london_grid_004,2018-04-28 15:00:00,RAIN,10.16,1001.59303125,78.0,3.9,28.98
52307424,london_grid_004,2018-04-28 16:00:00,RAIN,10.52,1001.37946321626,78.0,1.14,9.36
52307425,london_grid_004,2018-04-28 17:00:00,RAIN,10.49,1001.25185330028,80.0,2.02,254.9
52307426,london_grid_004,2018-04-28 18:00:00,RAIN,9.88,1001.296390625,83.0,3.57,256.35
52307427,london_grid_004,2018-04-28 19:00:00,RAIN,8.59,1001.5593437431,86.0,3.64,279.18
52307428,london_grid_004,2018-04-28 20:00:00,RAIN,7.03,1001.92729892604,89.0,3.99,320.13
52307429,london_grid_004,2018-04-28 21:00:00,RAIN,5.69,1002.246921875,92.0,5.72,351.19
52307430,london_grid_004,2018-04-28 22:00:00,CLEAR_NIGHT,4.96,1002.40370058451,94.0,7.63,7.66
52307431,london_grid_004,2018-04-28 23:00:00,CLEAR_NIGHT,4.68,1002.43841222243,95.0,9.17,18.6
52307432,london_grid_004,2018-04-29 00:00:00,CLEAR_NIGHT,4.53,1002.43065625,96.0,10.27,27.32
52307433,london_grid_004,2018-04-29 01:00:00,CLEAR_NIGHT,4.29,1002.43335681241,96.0,11.0,34.6
52307434,london_grid_004,2018-04-29 02:00:00,CLEAR_NIGHT,3.99,1002.39273679072,97.0,11.65,38.86
52307435,london_grid_004,2018-04-29 03:00:00,CLEAR_NIGHT,3.73,1002.22834375,98.0,12.51,37.86
52307436,london_grid_004,2018-04-29 04:00:00,CLEAR_NIGHT,3.62,1001.90812737421,98.0,13.98,31.64
52307437,london_grid_004,2018-04-29 05:00:00,CLEAR_DAY,3.72,1001.59364582301,98.0,16.01,25.98
52307438,london_grid_004,2018-04-29 06:00:00,PARTLY_CLOUDY_DAY,4.13,1001.494859375,97.0,18.01,25.1
52307439,london_grid_004,2018-04-29 07:00:00,PARTLY_CLOUDY_DAY,4.86,1001.73757119076,96.0,19.58,30.06
52307440,london_grid_004,2018-04-29 08:00:00,PARTLY_CLOUDY_DAY,5.84,1002.11095595889,94.0,21.16,36.89
52307441,london_grid_004,2018-04-29 09:00:00,CLOUDY,6.9,1002.32003125,91.0,22.93,41.44
52307442,london_grid_004,2018-04-29 10:00:00,CLOUDY,7.91,1002.15282223776,88.0,24.61,41.55
52307443,london_grid_004,2018-04-29 11:00:00,CLOUDY,8.71,1001.7293845081,85.0,25.98,38.89
52307444,london_grid_004,2018-04-29 12:00:00,CLOUDY,9.1,1001.25278125,82.0,26.89,35.33
52307445,london_grid_004,2018-04-29 13:00:00,CLOUDY,8.99,1000.8816572193,81.0,27.21,32.07
52307446,london_grid_004,2018-04-29 14:00:00,CLOUDY,8.58,1000.59698343926,81.0,27.26,29.43
52307447,london_grid_004,2018-04-29 15:00:00,CLOUDY,8.15,1000.3353125,81.0,27.44,27.73
52307448,london_grid_004,2018-04-29 16:00:00,CLOUDY,7.9,1000.04749680171,80.0,28.05,27.06
52307449,london_grid_004,2018-04-29 17:00:00,CLOUDY,7.76,999.741587984866,79.0,29.02,26.37
52307450,london_grid_004,2018-04-29 18:00:00,CLOUDY,7.59,999.4399375,77.0,30.22,24.43
52307451,london_grid_004,2018-04-29 19:00:00,CLOUDY,7.3,999.150352101631,76.0,31.65,20.73
52307452,london_grid_004,2018-04-29 20:00:00,WIND,6.93,998.822459760169,75.0,33.33,16.94
52307453,london_grid_004,2018-04-29 21:00:00,WIND,6.58,998.39134375,74.0,35.09,14.88
52307454,london_grid_004,2018-04-29 22:00:00,WIND,6.32,997.815105208432,74.0,36.62,15.31
52307455,london_grid_004,2018-04-29 23:00:00,WIND,6.09,997.14391672446,74.0,37.75,16.38
52307456,london_grid_004,2018-04-30 00:00:00,WIND,5.8,996.45096875,76.0,38.28,15.86
52307481,london_grid_005,2018-04-28 01:00:00,CLOUDY,6.5,992.907911495237,97.0,16.76,346.56
52307482,london_grid_005,2018-04-28 02:00:00,CLOUDY,6.11,993.356467325104,96.0,16.37,344.01
