test_id,PM2.5,PM10,O3
wanshouxigong_aq#43,77,99,63
wanshouxigong_aq#44,73,101,63
wanshouxigong_aq#45,77,99,69
wanshouxigong_aq#46,70,100,66
wanshouxigong_aq#47,76,99,68
aotizhongxin_aq#0,95,131,63
aotizhongxin_aq#1,90,142,66
aotizhongxin_aq#2,95,134,67
aotizhongxin_aq#3,96,140,63
aotizhongxin_aq#4,89,138,62
aotizhongxin_aq#5,92,142,65
aotizhongxin_aq#6,94,143,62
aotizhongxin_aq#7,94,137,66
aotizhongxin_aq#8,88,138,65
aotizhongxin_aq#9,89,138,64
aotizhongxin_aq#10,95,143,62
aotizhongxin_aq#11,92,140,63
aotizhongxin_aq#12,96,141,67
aotizhongxin_aq#13,94,143,65
aotizhongxin_aq#14,96,138,63
aotizhongxin_aq#15,92,143,62
aotizhongxin_aq#16,90,135,67
aotizhongxin_aq#17,90,132,66
aotizhongxin_aq#18,94,143,67
aotizhongxin_aq#19,91,138,66
aotizhongxin_aq#20,92,143,67
aotizhongxin_aq#21,90,139,67
aotizhongxin_aq#22,88,142,67
aotizhongxin_aq#23,94,142,64
aotizhongxin_aq#24,94,140,68
aotizhongxin_aq#25,94,140,68
aotizhongxin_aq#26,88,133,65
aotizhongxin_aq#27,87,139,63
aotizhongxin_aq#28,95,136,66
aotizhongxin_aq#29,94,141,68
aotizhongxin_aq#30,94,140,67
aotizhongxin_aq#31,91,143,64
aotizhongxin_aq#32,90,132,65
aotizhongxin_aq#33,88,134,65
aotizhongxin_aq#34,87,144,62
aotizhongxin_aq#35,90,134,68
aotizhongxin_aq#36,95,145,63
aotizhongxin_aq#37,89,143,63
aotizhongxin_aq#38,88,145,65
aotizhongxin_aq#39,96,132,65
aotizhongxin_aq#40,88,135,68
aotizhongxin_aq#41,91,140,65
aotizhongxin_aq#42,88,135,63
aotizhongxin_aq#43,92,144,62
aotizhongxin_aq#44,90,145,66
aotizhongxin_aq#45,96,141,65
aotizhongxin_aq#46,90,135,66
aotizhongxin_aq#47,93,132,67
nongzhanguan_aq#0,81,122,58
nongzhanguan_aq#1,79,116,54
nongzhanguan_aq#2,78,118,57
nongzhanguan_aq#3,78,115,58
nongzhanguan_aq#4,79,118,59
nongzhanguan_aq#5,77,122,54
nongzhanguan_aq#6,79,118,59
nongzhanguan_aq#7,81,115,56
nongzhanguan_aq#8,84,118,59
nongzhanguan_aq#9,81,119,54
nongzhanguan_aq#10,78,120,56
nongzhanguan_aq#11,83,126,59
nongzhanguan_aq#12,80,125,55
nongzhanguan_aq#13,77,122,54
nongzhanguan_aq#14,81,119,54
nongzhanguan_aq#15,81,125,57
nongzhanguan_aq#16,84,117,60
nongzhanguan_aq#17,76,125,60
nongzhanguan_aq#18,79,122,55
nongzhanguan_aq#19,77,117,56
nongzhanguan_aq#20,80,120,54
nongzhanguan_aq#21,80,123,55
nongzhanguan_aq#22,83,120,60
nongzhanguan_aq#23,81,119,56
nongzhanguan_aq#24,82,118,55
nongzhanguan_aq#25,79,117,54
nongzhanguan_aq#26,84,116,57
nongzhanguan_aq#27,80,120,56
nongzhanguan_aq#28,77,119,57
nongzhanguan_aq#29,77,122,57
nongzhanguan_aq#30,79,121,58
nongzhanguan_aq#31,81,117,57
nongzhanguan_aq#32,79,117,59
nongzhanguan_aq#33,81,125,60
nongzhanguan_aq#34,77,115,55
nongzhanguan_aq#35,80,125,59
nongzhanguan_aq#36,84,124,59
nongzhanguan_aq#37,80,115,56
nongzhanguan_aq#38,83,123,59
nongzhanguan_aq#39,81,118,59
nongzhanguan_aq#40,78,124,58
nongzhanguan_aq#41,77,122,58
nongzhanguan_aq#42,77,126,58
nongzhanguan_aq#43,82,123,57
nongzhanguan_aq#44,82,115,54
nongzhanguan_aq#45,84,114,56
nongzhanguan_aq#46,82,119,59
nongzhanguan_aq#47,80,120,56
wanliu_aq#0,64,112,57
wanliu_aq#1,66,118,56
wanliu_aq#2,66,119,57
wanliu_aq#3,63,116,61
wanliu_aq#4,63,118,55
wanliu_aq#5,62,113,59
wanliu_aq#6,63,123,56
wanliu_aq#7,67,115,56
wanliu_aq#8,64,121,57
wanliu_aq#9,65,112,57
wanliu_aq#10,65,118,60
wanliu_aq#11,67,122,60
wanliu_aq#12,64,115,55
wanliu_aq#13,66,113,60
wanliu_aq#14,68,115,59
wanliu_aq#15,64,115,57
wanliu_aq#16,62,119,57
wanliu_aq#17,65,123,58
wanliu_aq#18,68,122,55
wanliu_aq#19,68,113,60
wanliu_aq#20,64,122,57
wanliu_aq#21,63,123,60
wanliu_aq#22,68,116,59
wanliu_aq#23,63,120,60
wanliu_aq#24,63,118,60
wanliu_aq#25,64,121,57
wanliu_aq#26,64,123,57
wanliu_aq#27,65,114,59
wanliu_aq#28,63,112,56
wanliu_aq#29,63,122,57
wanliu_aq#30,67,115,57
wanliu_aq#31,64,122,57
wanliu_aq#32,62,116,59
wanliu_aq#33,68,119,56
wanliu_aq#34,67,115,59
wanliu_aq#35,63,113,58
wanliu_aq#36,67,113,57
wanliu_aq#37,66,118,56
wanliu_aq#38,66,118,56
wanliu_aq#39,63,121,58
wanliu_aq#40,65,118,56
wanliu_aq#41,64,118,58
wanliu_aq#42,68,121,55
wanliu_aq#43,63,116,56
wanliu_aq#44,66,123,56
wanliu_aq#45,63,119,55
wanliu_aq#46,65,114,56
wanliu_aq#47,65,121,60
beibuxinqu_aq#0,81,97,67
beibuxinqu_aq#1,87,95,67
beibuxinqu_aq#2,88,94,66
beibuxinqu_aq#3,81,94,68
beibuxinqu_aq#4,84,100,66
beibuxinqu_aq#5,85,100,69
beibuxinqu_aq#6,82,94,68
beibuxinqu_aq#7,87,100,70
beibuxinqu_aq#8,84,102,72
beibuxinqu_aq#9,81,102,68
beibuxinqu_aq#10,85,94,66
beibuxinqu_aq#11,89,103,69
beibuxinqu_aq#12,88,101,72
beibuxinqu_aq#13,82,95,69
beibuxinqu_aq#14,84,100,70
beibuxinqu_aq#15,88,103,69
beibuxinqu_aq#16,88,95,72
beibuxinqu_aq#17,89,99,68
beibuxinqu_aq#18,88,102,67
beibuxinqu_aq#19,89,100,71
beibuxinqu_aq#20,87,101,69
beibuxinqu_aq#21,81,94,66
beibuxinqu_aq#22,84,95,67
beibuxinqu_aq#23,85,96,71
beibuxinqu_aq#24,86,101,69
beibuxinqu_aq#25,88,97,73
beibuxinqu_aq#26,88,103,69
beibuxinqu_aq#27,89,95,68
beibuxinqu_aq#28,82,100,73
beibuxinqu_aq#29,84,101,68
beibuxinqu_aq#30,83,103,67
beibuxinqu_aq#31,87,100,66
beibuxinqu_aq#32,85,95,67
beibuxinqu_aq#33,83,94,68
beibuxinqu_aq#34,81,94,68
beibuxinqu_aq#35,84,97,72
beibuxinqu_aq#36,83,100,66
beibuxinqu_aq#37,83,101,69
beibuxinqu_aq#38,81,101,71
beibuxinqu_aq#39,81,101,71
beibuxinqu_aq#40,89,101,71
beibuxinqu_aq#41,84,94,72
beibuxinqu_aq#42,83,96,71
beibuxinqu_aq#43,81,94,66
beibuxinqu_aq#44,85,103,67
beibuxinqu_aq#45,89,96,70
beibuxinqu_aq#46,83,100,66
beibuxinqu_aq#47,85,100,67
zhiwuyuan_aq#0,81,109,52
zhiwuyuan_aq#1,78,112,55
zhiwuyuan_aq#2,80,112,54
zhiwuyuan_aq#3,75,107,54
zhiwuyuan_aq#4,81,113,56
zhiwuyuan_aq#5,82,113,52
zhiwuyuan_aq#6,83,111,52
zhiwuyuan_aq#7,77,107,56
zhiwuyuan_aq#8,81,107,53
zhiwuyuan_aq#9,79,111,52
zhiwuyuan_aq#10,80,113,55
zhiwuyuan_aq#11,80,116,52
zhiwuyuan_aq#12,76,117,56
zhiwuyuan_aq#13,82,113,56
zhiwuyuan_aq#14,76,107,52
zhiwuyuan_aq#15,78,107,55
zhiwuyuan_aq#16,77,113,52
zhiwuyuan_aq#17,76,108,54
zhiwuyuan_aq#18,76,111,51
zhiwuyuan_aq#19,83,107,54
zhiwuyuan_aq#20,80,112,55
zhiwuyuan_aq#21,78,113,56
zhiwuyuan_aq#22,81,112,54
zhiwuyuan_aq#23,79,106,55
zhiwuyuan_aq#24,81,117,55
zhiwuyuan_aq#25,82,113,52
zhiwuyuan_aq#26,79,117,53
zhiwuyuan_aq#27,83,115,52
zhiwuyuan_aq#28,76,116,56
zhiwuyuan_aq#29,77,107,53
zhiwuyuan_aq#30,77,114,56
zhiwuyuan_aq#31,77,114,51
zhiwuyuan_aq#32,82,114,56
zhiwuyuan_aq#33,78,108,56
zhiwuyuan_aq#34,78,115,54
zhiwuyuan_aq#35,81,113,54
zhiwuyuan_aq#36,78,111,53
zhiwuyuan_aq#37,76,110,54
zhiwuyuan_aq#38,81,110,56
zhiwuyuan_aq#39,82,107,52
zhiwuyuan_aq#40,81,111,53
zhiwuyuan_aq#41,80,107,53
zhiwuyuan_aq#42,81,112,55
zhiwuyuan_aq#43,77,109,55
zhiwuyuan_aq#44,81,108,53
zhiwuyuan_aq#45,83,115,53
zhiwuyuan_aq#46,78,116,54
zhiwuyuan_aq#47,81,110,53
fengtaihuayuan_aq#0,85,143,50
fengtaihuayuan_aq#1,86,149,51
fengtaihuayuan_aq#2,89,149,51
fengtaihuayuan_aq#3,82,141,49
fengtaihuayuan_aq#4,82,144,49
fengtaihuayuan_aq#5,88,137,48
fengtaihuayuan_aq#6,86,138,50
fengtaihuayuan_aq#7,86,136,47
fengtaihuayuan_aq#8,84,139,48
fengtaihuayuan_aq#9,89,144,49
fengtaihuayuan_aq#10,83,144,47
fengtaihuayuan_aq#11,82,136,50
fengtaihuayuan_aq#12,84,138,49
fengtaihuayuan_aq#13,84,137,50
fengtaihuayuan_aq#14,85,142,47
fengtaihuayuan_aq#15,89,138,48
fengtaihuayuan_aq#16,88,149,50
fengtaihuayuan_aq#17,85,142,48
fengtaihuayuan_aq#18,84,136,51
fengtaihuayuan_aq#19,83,137,48
fengtaihuayuan_aq#20,88,139,50
fengtaihuayuan_aq#21,84,136,51
fengtaihuayuan_aq#22,86,140,50
fengtaihuayuan_aq#23,83,141,48
fengtaihuayuan_aq#24,89,143,52
fengtaihuayuan_aq#25,84,140,49
fengtaihuayuan_aq#26,83,142,49
fengtaihuayuan_aq#27,89,138,47
fengtaihuayuan_aq#28,85,142,47
fengtaihuayuan_aq#29,88,148,51
fengtaihuayuan_aq#30,88,148,50
fengtaihuayuan_aq#31,82,141,51
fengtaihuayuan_aq#32,88,142,51
fengtaihuayuan_aq#33,84,142,48
fengtaihuayuan_aq#34,84,148,47
fengtaihuayuan_aq#35,82,148,48
fengtaihuayuan_aq#36,84,144,48
fengtaihuayuan_aq#37,86,144,51
fengtaihuayuan_aq#38,82,144,51
fengtaihuayuan_aq#39,85,146,48
fengtaihuayuan_aq#40,86,145,47
fengtaihuayuan_aq#41,90,142,49
fengtaihuayuan_aq#42,84,145,49
fengtaihuayuan_aq#43,86,148,48
fengtaihuayuan_aq#44,83,147,50
fengtaihuayuan_aq#45,90,139,51
fengtaihuayuan_aq#46,89,137,51
fengtaihuayuan_aq#47,85,145,48
yungang_aq#0,84,97,70
yungang_aq#1,85,94,74
yungang_aq#2,83,94,75
yungang_aq#3,79,95,69
yungang_aq#4,87,95,72
yungang_aq#5,81,97,75
yungang_aq#6,81,94,74
yungang_aq#7,87,100,72
yungang_aq#8,85,95,74
yungang_aq#9,79,99,74
yungang_aq#10,86,97,69
yungang_aq#11,81,95,73
yungang_aq#12,85,96,68
yungang_aq#13,84,94,73
yungang_aq#14,82,92,75
yungang_aq#15,80,98,72
yungang_aq#16,83,99,70
yungang_aq#17,85,92,73
yungang_aq#18,84,98,72
yungang_aq#19,80,91,72
yungang_aq#20,86,94,73
yungang_aq#21,81,92,74
yungang_aq#22,84,98,71
yungang_aq#23,80,100,74
yungang_aq#24,84,98,72
yungang_aq#25,87,91,68
yungang_aq#26,80,96,69
yungang_aq#27,81,100,73
yungang_aq#28,80,99,70
yungang_aq#29,81,94,73
yungang_aq#30,79,96,69
yungang_aq#31,83,96,71
yungang_aq#32,80,96,75
yungang_aq#33,80,97,75
yungang_aq#34,79,93,74
yungang_aq#35,79,99,69
yungang_aq#36,87,91,72
yungang_aq#37,79,98,70
yungang_aq#38,85,97,69
yungang_aq#39,85,94,70
yungang_aq#40,83,100,71
yungang_aq#41,80,91,68
yungang_aq#42,82,99,75
yungang_aq#43,84,94,74
yungang_aq#44,85,100,73
yungang_aq#45,85,100,72
yungang_aq#46,84,99,68
yungang_aq#47,86,95,73
gucheng_aq#0,77,106,61
gucheng_aq#1,76,104,61
gucheng_aq#2,74,100,64
gucheng_aq#3,77,105,62
gucheng_aq#4,71,109,59
gucheng_aq#5,77,105,62
gucheng_aq#6,72,106,64
gucheng_aq#7,73,103,63
gucheng_aq#8,73,109,64
gucheng_aq#9,77,104,64
gucheng_aq#10,72,104,61
gucheng_aq#11,71,110,61
gucheng_aq#12,71,103,63
gucheng_aq#13,72,109,65
gucheng_aq#14,74,110,59
gucheng_aq#15,72,100,63
gucheng_aq#16,75,110,65
gucheng_aq#17,77,104,64
gucheng_aq#18,70,109,65
gucheng_aq#19,74,105,65
gucheng_aq#20,72,110,65
gucheng_aq#21,77,103,60
gucheng_aq#22,74,109,65
gucheng_aq#23,72,101,64
gucheng_aq#24,72,107,60
gucheng_aq#25,73,105,63
gucheng_aq#26,76,108,65
gucheng_aq#27,76,106,64
gucheng_aq#28,72,106,64
gucheng_aq#29,77,104,63
gucheng_aq#30,72,104,61
gucheng_aq#31,76,100,63
gucheng_aq#32,74,103,62
gucheng_aq#33,76,110,62
gucheng_aq#34,73,109,64
gucheng_aq#35,75,107,61
gucheng_aq#36,72,109,65
gucheng_aq#37,73,108,61
gucheng_aq#38,76,109,61
gucheng_aq#39,71,110,65
gucheng_aq#40,77,103,60
gucheng_aq#41,72,102,60
gucheng_aq#42,71,100,59
gucheng_aq#43,77,100,63
gucheng_aq#44,77,101,65
gucheng_aq#45,73,103,61
gucheng_aq#46,70,101,64
gucheng_aq#47,76,108,64
fangshan_aq#0,79,104,64
fangshan_aq#1,74,111,64
fangshan_aq#2,72,109,60
fangshan_aq#3,79,105,61
fangshan_aq#4,72,105,62
fangshan_aq#5,78,111,62
fangshan_aq#6,77,105,64
fangshan_aq#7,74,104,58
fangshan_aq#8,78,107,61
fangshan_aq#9,73,108,60
fangshan_aq#10,74,111,58
fangshan_aq#11,72,112,59
fangshan_aq#12,78,103,63
fangshan_aq#13,73,104,59
fangshan_aq#14,76,110,60
fangshan_aq#15,78,107,64
fangshan_aq#16,75,106,59
fangshan_aq#17,76,113,62
fangshan_aq#18,75,104,62
fangshan_aq#19,78,110,62
fangshan_aq#20,75,103,59
fangshan_aq#21,78,110,59
fangshan_aq#22,76,111,60
fangshan_aq#23,76,109,62
fangshan_aq#24,75,108,60
fangshan_aq#25,77,106,61
fangshan_aq#26,74,103,58
fangshan_aq#27,75,108,63
fangshan_aq#28,78,108,62
fangshan_aq#29,79,113,59
fangshan_aq#30,72,105,61
fangshan_aq#31,78,113,64
fangshan_aq#32,72,108,64
fangshan_aq#33,79,104,61
fangshan_aq#34,79,111,63
fangshan_aq#35,78,113,64
fangshan_aq#36,79,109,60
fangshan_aq#37,73,108,59
fangshan_aq#38,75,111,64
fangshan_aq#39,77,113,63
fangshan_aq#40,74,106,61
fangshan_aq#41,74,105,59
fangshan_aq#42,75,110,62
fangshan_aq#43,73,112,58
fangshan_aq#44,79,103,60
fangshan_aq#45,75,107,61
fangshan_aq#46,79,106,59
fangshan_aq#47,77,113,58
daxing_aq#0,80,128,57
daxing_aq#1,83,132,55
daxing_aq#2,85,131,55
daxing_aq#3,84,126,57
daxing_aq#4,83,122,55
daxing_aq#5,81,130,58
daxing_aq#6,80,131,56
daxing_aq#7,88,131,55
daxing_aq#8,80,127,57
daxing_aq#9,87,128,56
daxing_aq#10,87,128,58
daxing_aq#11,81,129,56
daxing_aq#12,83,129,56
daxing_aq#13,80,128,59
daxing_aq#14,81,133,57
daxing_aq#15,84,126,55
daxing_aq#16,87,127,59
daxing_aq#17,84,132,60
daxing_aq#18,87,124,56
daxing_aq#19,88,128,57
daxing_aq#20,87,127,55
daxing_aq#21,81,124,60
daxing_aq#22,88,132,56
daxing_aq#23,82,124,57
daxing_aq#24,81,130,58
daxing_aq#25,82,125,59
daxing_aq#26,83,122,59
daxing_aq#27,82,121,58
daxing_aq#28,81,125,58
daxing_aq#29,84,129,59
daxing_aq#30,82,125,56
daxing_aq#31,82,127,60
daxing_aq#32,81,127,54
daxing_aq#33,82,122,60
daxing_aq#34,84,123,56
daxing_aq#35,80,128,56
daxing_aq#36,80,127,60
daxing_aq#37,88,125,59
daxing_aq#38,81,131,55
daxing_aq#39,82,121,56
daxing_aq#40,83,122,59
daxing_aq#41,88,121,57
daxing_aq#42,86,129,56
daxing_aq#43,88,127,59
daxing_aq#44,86,122,55
daxing_aq#45,82,126,59
daxing_aq#46,85,127,56
daxing_aq#47,84,123,59
yizhuang_aq#0,81,119,45
yizhuang_aq#1,87,119,47
yizhuang_aq#2,81,109,49
yizhuang_aq#3,87,120,46
yizhuang_aq#4,86,118,49
yizhuang_aq#5,82,109,47
yizhuang_aq#6,84,112,47
yizhuang_aq#7,87,113,48
yizhuang_aq#8,85,116,48
yizhuang_aq#9,82,119,48
yizhuang_aq#10,84,110,47
yizhuang_aq#11,80,114,46
yizhuang_aq#12,81,119,48
yizhuang_aq#13,80,110,47
yizhuang_aq#14,84,113,45
yizhuang_aq#15,87,109,49
yizhuang_aq#16,79,114,46
yizhuang_aq#17,86,113,49
yizhuang_aq#18,84,115,45
yizhuang_aq#19,87,112,45
yizhuang_aq#20,84,120,45
yizhuang_aq#21,85,111,47
yizhuang_aq#22,81,120,49
yizhuang_aq#23,84,114,47
yizhuang_aq#24,80,114,47
yizhuang_aq#25,85,117,47
yizhuang_aq#26,84,110,48
yizhuang_aq#27,80,115,45
yizhuang_aq#28,81,118,47
yizhuang_aq#29,81,117,45
yizhuang_aq#30,86,119,47
yizhuang_aq#31,81,116,46
yizhuang_aq#32,80,111,46
yizhuang_aq#33,79,117,47
yizhuang_aq#34,84,111,47
yizhuang_aq#35,85,118,45
yizhuang_aq#36,83,115,47
yizhuang_aq#37,87,113,45
yizhuang_aq#38,87,113,46
yizhuang_aq#39,81,113,46
yizhuang_aq#40,86,116,47
yizhuang_aq#41,87,118,48
yizhuang_aq#42,81,114,45
yizhuang_aq#43,86,110,45
yizhuang_aq#44,85,115,45
yizhuang_aq#45,79,120,46
yizhuang_aq#46,85,111,48
yizhuang_aq#47,87,113,48
tongzhou_aq#0,84,137,38
tongzhou_aq#1,77,141,38
tongzhou_aq#2,84,141,41
tongzhou_aq#3,79,140,38
tongzhou_aq#4,81,141,39
tongzhou_aq#5,82,139,40
tongzhou_aq#6,82,133,39
tongzhou_aq#7,80,138,41
tongzhou_aq#8,78,140,41
tongzhou_aq#9,79,135,40
tongzhou_aq#10,83,135,37
tongzhou_aq#11,83,142,38
tongzhou_aq#12,79,131,39
tongzhou_aq#13,77,131,41
tongzhou_aq#14,80,140,41
tongzhou_aq#15,79,140,38
tongzhou_aq#16,78,139,41
tongzhou_aq#17,82,136,38
tongzhou_aq#18,85,131,40
tongzhou_aq#19,83,140,38
tongzhou_aq#20,79,139,40
tongzhou_aq#21,79,141,40
tongzhou_aq#22,82,132,41
tongzhou_aq#23,81,142,39
tongzhou_aq#24,79,140,40
tongzhou_aq#25,82,142,39
tongzhou_aq#26,81,142,38
tongzhou_aq#27,80,132,40
tongzhou_aq#28,83,134,40
tongzhou_aq#29,79,135,38
tongzhou_aq#30,81,140,38
tongzhou_aq#31,83,135,38
tongzhou_aq#32,83,141,38
tongzhou_aq#33,78,131,41
tongzhou_aq#34,80,143,38
tongzhou_aq#35,80,133,38
tongzhou_aq#36,84,143,41
tongzhou_aq#37,79,143,38
tongzhou_aq#38,82,132,40
tongzhou_aq#39,80,139,39
tongzhou_aq#40,81,130,40
tongzhou_aq#41,82,133,41
tongzhou_aq#42,80,140,40
tongzhou_aq#43,84,134,41
tongzhou_aq#44,80,139,41
tongzhou_aq#45,82,142,40
tongzhou_aq#46,82,138,38
tongzhou_aq#47,80,140,41
shunyi_aq#0,81,137,41
shunyi_aq#1,79,130,41
shunyi_aq#2,74,137,40
shunyi_aq#3,74,136,40
shunyi_aq#4,79,128,39
shunyi_aq#5,80,129,42
shunyi_aq#6,74,135,39
shunyi_aq#7,76,129,43
shunyi_aq#8,76,137,41
shunyi_aq#9,79,127,41
shunyi_aq#10,81,132,43
shunyi_aq#11,74,125,43
shunyi_aq#12,77,134,39
shunyi_aq#13,78,137,42
shunyi_aq#14,79,128,41
shunyi_aq#15,81,127,43
shunyi_aq#16,79,127,43
shunyi_aq#17,76,132,40
shunyi_aq#18,76,134,40
shunyi_aq#19,79,132,43
shunyi_aq#20,74,127,41
shunyi_aq#21,77,127,40
shunyi_aq#22,80,132,41
shunyi_aq#23,78,128,43
shunyi_aq#24,80,130,40
shunyi_aq#25,80,134,42
shunyi_aq#26,79,135,42
shunyi_aq#27,80,134,41
shunyi_aq#28,79,134,39
shunyi_aq#29,79,128,43
shunyi_aq#30,79,125,43
shunyi_aq#31,80,137,42
shunyi_aq#32,80,137,42
shunyi_aq#33,76,138,42
shunyi_aq#34,78,131,42
shunyi_aq#35,76,125,43
shunyi_aq#36,75,136,40
shunyi_aq#37,77,132,41
