test_id,PM2.5,PM10,O3
nongzhanguan_aq#36,80,118,55
nongzhanguan_aq#37,77,122,59
nongzhanguan_aq#38,80,125,55
nongzhanguan_aq#39,77,116,57
nongzhanguan_aq#40,78,126,58
nongzhanguan_aq#41,78,121,58
nongzhanguan_aq#42,78,121,59
nongzhanguan_aq#43,80,126,55
nongzhanguan_aq#44,77,122,58
nongzhanguan_aq#45,79,120,55
nongzhanguan_aq#46,80,118,58
nongzhanguan_aq#47,83,124,57
wanliu_aq#0,64,123,59
wanliu_aq#1,65,114,55
wanliu_aq#2,67,122,58
wanliu_aq#3,63,120,58
wanliu_aq#4,64,119,60
wanliu_aq#5,67,119,60
wanliu_aq#6,63,122,55
wanliu_aq#7,62,123,55
wanliu_aq#8,67,119,55
wanliu_aq#9,64,117,60
wanliu_aq#10,62,113,60
wanliu_aq#11,64,121,55
wanliu_aq#12,63,115,60
wanliu_aq#13,62,116,58
wanliu_aq#14,65,122,60
wanliu_aq#15,64,121,57
wanliu_aq#16,65,120,58
wanliu_aq#17,68,118,57
wanliu_aq#18,68,118,56
wanliu_aq#19,66,120,60
wanliu_aq#20,65,120,55
wanliu_aq#21,63,121,55
wanliu_aq#22,64,115,60
wanliu_aq#23,63,112,60
wanliu_aq#24,63,122,55
wanliu_aq#25,65,120,58
wanliu_aq#26,68,116,58
wanliu_aq#27,65,112,56
wanliu_aq#28,68,117,59
wanliu_aq#29,64,122,59
wanliu_aq#30,65,122,55
wanliu_aq#31,67,121,59
wanliu_aq#32,66,122,59
wanliu_aq#33,65,123,55
wanliu_aq#34,65,112,57
wanliu_aq#35,64,122,55
wanliu_aq#36,64,122,58
wanliu_aq#37,62,114,60
wanliu_aq#38,67,116,58
wanliu_aq#39,64,120,59
wanliu_aq#40,64,116,55
wanliu_aq#41,63,113,60
wanliu_aq#42,64,122,55
wanliu_aq#43,67,123,55
wanliu_aq#44,65,118,60
wanliu_aq#45,63,115,56
wanliu_aq#46,68,120,55
wanliu_aq#47,63,113,58
beibuxinqu_aq#0,84,101,69
beibuxinqu_aq#1,87,97,72
beibuxinqu_aq#2,84,100,73
beibuxinqu_aq#3,89,98,68
beibuxinqu_aq#4,81,97,69
beibuxinqu_aq#5,86,97,70
beibuxinqu_aq#6,82,99,69
beibuxinqu_aq#7,85,96,72
beibuxinqu_aq#8,83,103,70
beibuxinqu_aq#9,86,102,70
beibuxinqu_aq#10,85,100,71
beibuxinqu_aq#11,85,100,69
beibuxinqu_aq#12,88,102,70
beibuxinqu_aq#13,88,102,68
beibuxinqu_aq#14,82,97,72
beibuxinqu_aq#15,87,96,70
beibuxinqu_aq#16,89,96,66
beibuxinqu_aq#17,87,103,69
beibuxinqu_aq#18,84,96,68
beibuxinqu_aq#19,86,104,67
beibuxinqu_aq#20,85,96,69
beibuxinqu_aq#21,83,99,67
beibuxinqu_aq#22,81,102,71
beibuxinqu_aq#23,87,99,66
beibuxinqu_aq#24,82,102,68
beibuxinqu_aq#25,84,96,73
beibuxinqu_aq#26,88,98,71
beibuxinqu_aq#27,89,103,73
beibuxinqu_aq#28,89,102,66
beibuxinqu_aq#29,86,94,66
beibuxinqu_aq#30,82,98,71
beibuxinqu_aq#31,81,100,66
beibuxinqu_aq#32,81,103,72
beibuxinqu_aq#33,82,95,66
beibuxinqu_aq#34,83,97,71
beibuxinqu_aq#35,88,96,68
beibuxinqu_aq#36,87,101,68
beibuxinqu_aq#37,81,96,67
beibuxinqu_aq#38,84,98,70
beibuxinqu_aq#39,89,95,67
beibuxinqu_aq#40,89,103,72
beibuxinqu_aq#41,83,99,70
beibuxinqu_aq#42,88,101,71
beibuxinqu_aq#43,85,102,71
beibuxinqu_aq#44,88,97,68
beibuxinqu_aq#45,82,94,73
beibuxinqu_aq#46,87,95,67
beibuxinqu_aq#47,87,95,72
zhiwuyuan_aq#0,78,108,51
zhiwuyuan_aq#1,82,111,53
zhiwuyuan_aq#2,80,111,52
zhiwuyuan_aq#3,80,110,54
zhiwuyuan_aq#4,83,107,54
zhiwuyuan_aq#5,82,114,54
zhiwuyuan_aq#6,78,113,51
zhiwuyuan_aq#7,81,115,53
zhiwuyuan_aq#8,75,113,53
zhiwuyuan_aq#9,78,108,51
zhiwuyuan_aq#10,83,111,54
zhiwuyuan_aq#11,77,117,56
zhiwuyuan_aq#12,81,111,55
zhiwuyuan_aq#13,79,115,55
zhiwuyuan_aq#14,78,106,52
zhiwuyuan_aq#15,81,115,55
zhiwuyuan_aq#16,80,111,52
zhiwuyuan_aq#17,76,114,56
zhiwuyuan_aq#18,82,114,51
zhiwuyuan_aq#19,76,107,53
zhiwuyuan_aq#20,82,116,51
zhiwuyuan_aq#21,75,113,56
zhiwuyuan_aq#22,80,114,56
zhiwuyuan_aq#23,80,114,53
zhiwuyuan_aq#24,76,108,54
zhiwuyuan_aq#25,79,116,53
zhiwuyuan_aq#26,79,112,55
zhiwuyuan_aq#27,79,113,53
zhiwuyuan_aq#28,76,111,55
zhiwuyuan_aq#29,76,112,53
zhiwuyuan_aq#30,79,116,56
zhiwuyuan_aq#31,82,116,52
zhiwuyuan_aq#32,76,106,52
zhiwuyuan_aq#33,78,108,56
zhiwuyuan_aq#34,79,111,54
zhiwuyuan_aq#35,77,107,55
zhiwuyuan_aq#36,81,112,53
zhiwuyuan_aq#37,82,112,54
zhiwuyuan_aq#38,82,109,56
zhiwuyuan_aq#39,81,108,55
zhiwuyuan_aq#40,77,110,54
zhiwuyuan_aq#41,76,111,56
zhiwuyuan_aq#42,77,112,54
zhiwuyuan_aq#43,78,109,55
zhiwuyuan_aq#44,81,112,55
zhiwuyuan_aq#45,81,108,56
zhiwuyuan_aq#46,82,109,54
zhiwuyuan_aq#47,82,111,53
fengtaihuayuan_aq#0,87,147,49
fengtaihuayuan_aq#1,84,136,50
fengtaihuayuan_aq#2,87,145,49
fengtaihuayuan_aq#3,83,144,49
fengtaihuayuan_aq#4,88,143,52
fengtaihuayuan_aq#5,84,147,49
fengtaihuayuan_aq#6,85,146,51
fengtaihuayuan_aq#7,88,142,49
fengtaihuayuan_aq#8,88,149,48
fengtaihuayuan_aq#9,86,148,48
fengtaihuayuan_aq#10,86,135,49
fengtaihuayuan_aq#11,88,139,49
fengtaihuayuan_aq#12,83,137,49
fengtaihuayuan_aq#13,86,140,51
fengtaihuayuan_aq#14,87,138,48
fengtaihuayuan_aq#15,83,142,49
fengtaihuayuan_aq#16,85,146,52
fengtaihuayuan_aq#17,84,138,50
fengtaihuayuan_aq#18,87,140,51
fengtaihuayuan_aq#19,87,145,51
fengtaihuayuan_aq#20,85,148,48
fengtaihuayuan_aq#21,90,136,47
fengtaihuayuan_aq#22,84,145,47
fengtaihuayuan_aq#23,82,135,48
fengtaihuayuan_aq#24,90,136,50
fengtaihuayuan_aq#25,84,143,49
fengtaihuayuan_aq#26,89,138,48
fengtaihuayuan_aq#27,89,146,51
fengtaihuayuan_aq#28,88,146,48
fengtaihuayuan_aq#29,86,137,48
fengtaihuayuan_aq#30,82,145,52
fengtaihuayuan_aq#31,89,144,50
fengtaihuayuan_aq#32,89,138,47
fengtaihuayuan_aq#33,88,137,49
fengtaihuayuan_aq#34,85,149,47
fengtaihuayuan_aq#35,87,137,50
fengtaihuayuan_aq#36,87,138,50
fengtaihuayuan_aq#37,83,148,51
fengtaihuayuan_aq#38,87,138,50
fengtaihuayuan_aq#39,84,141,48
fengtaihuayuan_aq#40,87,147,50
fengtaihuayuan_aq#41,85,139,51
fengtaihuayuan_aq#42,82,145,50
fengtaihuayuan_aq#43,82,135,52
fengtaihuayuan_aq#44,83,139,50
fengtaihuayuan_aq#45,87,141,49
fengtaihuayuan_aq#46,87,145,49
fengtaihuayuan_aq#47,90,142,48
yungang_aq#0,82,98,69
yungang_aq#1,84,94,74
yungang_aq#2,83,98,71
yungang_aq#3,83,93,72
yungang_aq#4,82,92,70
yungang_aq#5,79,100,69
yungang_aq#6,80,93,72
yungang_aq#7,80,94,73
yungang_aq#8,82,94,73
yungang_aq#9,80,92,71
yungang_aq#10,81,93,73
yungang_aq#11,80,92,72
yungang_aq#12,83,92,71
yungang_aq#13,81,99,71
yungang_aq#14,87,99,73
yungang_aq#15,83,98,71
yungang_aq#16,86,99,69
yungang_aq#17,87,93,70
yungang_aq#18,82,93,69
yungang_aq#19,81,92,70
yungang_aq#20,85,92,70
yungang_aq#21,85,100,69
yungang_aq#22,87,94,74
yungang_aq#23,80,99,70
yungang_aq#24,86,99,74
yungang_aq#25,85,93,75
yungang_aq#26,82,92,74
yungang_aq#27,85,94,70
yungang_aq#28,84,99,74
yungang_aq#29,81,95,72
yungang_aq#30,86,96,71
yungang_aq#31,79,93,70
yungang_aq#32,85,98,70
yungang_aq#33,83,92,72
yungang_aq#34,80,93,71
yungang_aq#35,80,99,73
yungang_aq#36,86,97,69
yungang_aq#37,81,97,73
yungang_aq#38,84,91,72
yungang_aq#39,80,91,69
yungang_aq#40,84,92,68
yungang_aq#41,80,99,70
yungang_aq#42,80,92,71
yungang_aq#43,80,99,71
yungang_aq#44,82,96,70
yungang_aq#45,85,97,72
yungang_aq#46,86,98,69
yungang_aq#47,87,91,74
gucheng_aq#0,75,101,61
gucheng_aq#1,74,106,64
gucheng_aq#2,76,106,64
gucheng_aq#3,76,106,62
gucheng_aq#4,76,102,63
gucheng_aq#5,75,107,61
gucheng_aq#6,75,100,62
gucheng_aq#7,71,106,60
gucheng_aq#8,73,103,64
gucheng_aq#9,73,104,60
gucheng_aq#10,70,107,62
gucheng_aq#11,76,102,60
gucheng_aq#12,75,109,65
gucheng_aq#13,72,107,59
gucheng_aq#14,71,107,63
gucheng_aq#15,73,107,61
gucheng_aq#16,72,107,65
gucheng_aq#17,71,106,64
gucheng_aq#18,71,108,63
gucheng_aq#19,71,102,61
gucheng_aq#20,74,100,60
gucheng_aq#21,70,109,62
gucheng_aq#22,73,104,62
gucheng_aq#23,73,105,62
gucheng_aq#24,76,106,65
gucheng_aq#25,70,107,64
gucheng_aq#26,75,103,62
gucheng_aq#27,75,107,62
gucheng_aq#28,75,104,63
gucheng_aq#29,76,108,59
gucheng_aq#30,77,103,62
gucheng_aq#31,76,107,62
gucheng_aq#32,70,109,63
gucheng_aq#33,77,108,62
gucheng_aq#34,71,105,60
gucheng_aq#35,72,102,61
gucheng_aq#36,77,107,60
gucheng_aq#37,76,102,60
gucheng_aq#38,75,103,64
gucheng_aq#39,74,105,60
gucheng_aq#40,73,106,64
gucheng_aq#41,74,105,60
gucheng_aq#42,73,109,62
gucheng_aq#43,70,105,63
gucheng_aq#44,73,104,60
gucheng_aq#45,77,108,63
gucheng_aq#46,72,106,62
gucheng_aq#47,77,110,61
fangshan_aq#0,79,110,60
fangshan_aq#1,76,111,60
fangshan_aq#2,76,104,60
fangshan_aq#3,77,113,61
fangshan_aq#4,76,104,60
fangshan_aq#5,77,104,63
fangshan_aq#6,73,109,63
fangshan_aq#7,79,111,59
fangshan_aq#8,78,113,59
fangshan_aq#9,75,110,59
fangshan_aq#10,77,108,59
fangshan_aq#11,78,113,59
fangshan_aq#12,72,104,59
fangshan_aq#13,72,112,58
fangshan_aq#14,77,111,62
fangshan_aq#15,75,109,61
fangshan_aq#16,74,111,62
fangshan_aq#17,73,103,63
fangshan_aq#18,77,112,61
fangshan_aq#19,74,103,62
fangshan_aq#20,77,104,62
fangshan_aq#21,77,113,63
fangshan_aq#22,79,112,63
fangshan_aq#23,74,112,61
fangshan_aq#24,76,105,58
fangshan_aq#25,75,105,58
fangshan_aq#26,79,111,59
fangshan_aq#27,75,111,63
fangshan_aq#28,74,105,63
fangshan_aq#29,77,103,60
fangshan_aq#30,76,107,59
fangshan_aq#31,74,106,60
fangshan_aq#32,74,109,60
fangshan_aq#33,76,106,62
fangshan_aq#34,74,112,61
fangshan_aq#35,74,104,58
fangshan_aq#36,75,105,63
fangshan_aq#37,78,106,62
fangshan_aq#38,73,113,61
fangshan_aq#39,74,106,58
fangshan_aq#40,77,112,62
fangshan_aq#41,73,110,62
fangshan_aq#42,74,108,64
fangshan_aq#43,79,103,61
fangshan_aq#44,75,103,62
fangshan_aq#45,74,111,62
fangshan_aq#46,77,105,60
fangshan_aq#47,78,111,61
daxing_aq#0,81,129,57
daxing_aq#1,85,133,59
daxing_aq#2,83,126,57
daxing_aq#3,88,123,57
daxing_aq#4,86,130,59
daxing_aq#5,86,128,54
daxing_aq#6,81,125,55
daxing_aq#7,85,124,59
daxing_aq#8,80,124,55
daxing_aq#9,85,128,57
daxing_aq#10,88,132,59
daxing_aq#11,83,126,56
daxing_aq#12,84,131,57
daxing_aq#13,80,131,56
daxing_aq#14,83,130,55
daxing_aq#15,86,121,59
daxing_aq#16,83,129,58
daxing_aq#17,87,121,57
daxing_aq#18,86,132,56
daxing_aq#19,85,128,57
daxing_aq#20,83,121,60
daxing_aq#21,85,132,57
daxing_aq#22,83,126,55
daxing_aq#23,86,122,57
daxing_aq#24,82,122,55
daxing_aq#25,85,126,55
daxing_aq#26,83,125,56
daxing_aq#27,81,122,56
daxing_aq#28,86,129,59
daxing_aq#29,82,132,57
daxing_aq#30,83,124,54
daxing_aq#31,85,128,55
daxing_aq#32,85,126,57
daxing_aq#33,85,124,58
daxing_aq#34,86,129,57
daxing_aq#35,82,128,56
daxing_aq#36,87,122,57
daxing_aq#37,85,133,60
daxing_aq#38,87,122,57
daxing_aq#39,86,124,57
daxing_aq#40,81,129,56
daxing_aq#41,81,132,56
daxing_aq#42,83,121,54
daxing_aq#43,86,122,54
daxing_aq#44,81,129,58
daxing_aq#45,82,122,55
daxing_aq#46,87,124,57
daxing_aq#47,85,123,56
yizhuang_aq#0,80,114,48
yizhuang_aq#1,88,117,47
yizhuang_aq#2,81,116,48
yizhuang_aq#3,87,119,48
yizhuang_aq#4,80,113,47
yizhuang_aq#5,80,112,49
yizhuang_aq#6,85,114,47
yizhuang_aq#7,82,111,47
yizhuang_aq#8,80,118,50
yizhuang_aq#9,87,118,45
yizhuang_aq#10,80,110,47
yizhuang_aq#11,87,110,48
yizhuang_aq#12,79,112,49
yizhuang_aq#13,84,116,46
yizhuang_aq#14,81,115,48
yizhuang_aq#15,87,117,48
yizhuang_aq#16,83,111,46
yizhuang_aq#17,84,119,45
yizhuang_aq#18,87,110,47
yizhuang_aq#19,81,116,45
yizhuang_aq#20,83,117,49
yizhuang_aq#21,87,118,49
yizhuang_aq#22,86,116,47
yizhuang_aq#23,87,113,48
yizhuang_aq#24,81,114,47
yizhuang_aq#25,85,119,47
yizhuang_aq#26,88,119,49
yizhuang_aq#27,82,119,47
yizhuang_aq#28,87,112,45
yizhuang_aq#29,86,115,50
yizhuang_aq#30,81,111,49
yizhuang_aq#31,86,118,48
yizhuang_aq#32,79,116,48
yizhuang_aq#33,79,116,49
yizhuang_aq#34,80,120,45
yizhuang_aq#35,80,111,46
yizhuang_aq#36,85,111,45
yizhuang_aq#37,85,110,45
yizhuang_aq#38,82,119,45
yizhuang_aq#39,87,110,48
yizhuang_aq#40,82,115,49
yizhuang_aq#41,85,110,46
yizhuang_aq#42,87,112,46
yizhuang_aq#43,85,117,47
yizhuang_aq#44,84,109,47
yizhuang_aq#45,83,120,49
yizhuang_aq#46,84,117,45
yizhuang_aq#47,87,109,47
tongzhou_aq#0,78,140,41
tongzhou_aq#1,77,130,40
tongzhou_aq#2,84,142,38
tongzhou_aq#3,84,130,40
tongzhou_aq#4,82,142,39
tongzhou_aq#5,78,137,41
tongzhou_aq#6,83,130,38
tongzhou_aq#7,80,130,40
tongzhou_aq#8,85,135,41
tongzhou_aq#9,82,136,39
tongzhou_aq#10,82,140,41
tongzhou_aq#11,81,131,39
tongzhou_aq#12,83,133,38
tongzhou_aq#13,81,141,40
tongzhou_aq#14,82,137,40
tongzhou_aq#15,85,129,40
tongzhou_aq#16,77,130,40
tongzhou_aq#17,78,132,38
tongzhou_aq#18,79,131,40
tongzhou_aq#19,80,139,41
tongzhou_aq#20,82,131,41
tongzhou_aq#21,84,141,38
tongzhou_aq#22,83,137,40
tongzhou_aq#23,84,136,39
tongzhou_aq#24,83,131,39
tongzhou_aq#25,82,136,39
tongzhou_aq#26,78,134,39
tongzhou_aq#27,81,142,38
tongzhou_aq#28,77,134,41
tongzhou_aq#29,78,132,40
tongzhou_aq#30,82,133,40
tongzhou_aq#31,83,133,40
tongzhou_aq#32,83,139,39
tongzhou_aq#33,81,133,39
tongzhou_aq#34,78,138,38
tongzhou_aq#35,77,134,39
tongzhou_aq#36,79,134,40
tongzhou_aq#37,82,135,38
tongzhou_aq#38,81,138,39
tongzhou_aq#39,80,131,38
tongzhou_aq#40,84,140,38
tongzhou_aq#41,77,139,40
tongzhou_aq#42,81,133,38
tongzhou_aq#43,78,135,41
tongzhou_aq#44,78,143,41
tongzhou_aq#45,84,139,39
tongzhou_aq#46,80,138,39
tongzhou_aq#47,80,143,39
shunyi_aq#0,73,126,42
shunyi_aq#1,80,127,41
shunyi_aq#2,77,128,40
shunyi_aq#3,80,132,42
shunyi_aq#4,80,125,40
shunyi_aq#5,77,131,42
shunyi_aq#6,75,138,42
shunyi_aq#7,81,135,42
shunyi_aq#8,75,126,43
shunyi_aq#9,75,134,40
shunyi_aq#10,76,130,39
shunyi_aq#11,77,135,40
shunyi_aq#12,75,135,41
shunyi_aq#13,79,134,42
shunyi_aq#14,79,135,43
shunyi_aq#15,75,136,41
shunyi_aq#16,77,134,39
shunyi_aq#17,73,135,39
shunyi_aq#18,78,128,43
shunyi_aq#19,73,135,41
shunyi_aq#20,79,125,43
shunyi_aq#21,74,129,41
shunyi_aq#22,75,136,40
shunyi_aq#23,80,126,41
shunyi_aq#24,76,134,43
shunyi_aq#25,75,134,42
shunyi_aq#26,78,132,43
shunyi_aq#27,78,132,43
shunyi_aq#28,73,126,43
shunyi_aq#29,80,131,40
shunyi_aq#30,76,125,42
shunyi_aq#31,73,133,41
shunyi_aq#32,79,126,41
shunyi_aq#33,79,136,43
shunyi_aq#34,77,131,40
shunyi_aq#35,74,125,42
shunyi_aq#36,80,126,39
shunyi_aq#37,75,137,40
